timestamp,Fp1,Fp2,F3,F4,F7,F8,C3,C4,Cz,P3,P4,Pz,O1,O2,T3,T4,T5,T6
11,0.4536582307187538,0.6317394065634325,0.3392440135631026,0.49063638112608293,0.5022630852676869,0.6598321807641033,0.4941279572895371,0.5291378984815946,0.47119372016487215,0.5341753920713539,0.5921936378007617,0.5206677628539116,0.4388484197961645,0.6078426194472947,0.4477965710158244,0.4669947264755999,0.6515396749263592,0.4578223135612369
12,0.4534270246429743,0.51975996046924,0.42372752214337855,0.632579664754219,0.3594436946143713,0.5733547813505866,0.5446536506940711,0.503218508703684,0.5431022958010894,0.3701674060331097,0.5851409936762655,0.4870702542964492,0.5787543324326865,0.4002242217340645,0.691928130014446,0.6554962727725765,0.5764292581420434,0.48653559081752046
13,0.5241962271566034,0.7075260872625265,0.42308576502127015,0.371283643141575,0.4015006874182985,0.5008783654898148,0.5199610418402782,0.5872817083178334,0.48864374352095485,0.24791529934272655,0.3684202591781859,0.48663722702732287,0.43534715205234853,0.37480777395265474,0.37566377393201095,0.5924826212376737,0.37587007272590434,0.49833358667020566
14,0.3086719755342202,0.4310812181910432,0.4060096898891135,0.3602881814887009,0.5198680009547407,0.47623166830390157,0.6094179547521476,0.5732080951433023,0.4944147817347189,0.5148808761679591,0.45340490219279495,0.4223305947027856,0.5846771109008244,0.6926345405721134,0.39465309659267234,0.6147520616632243,0.4427524976188409,0.4649047257861912
15,0.3275082167486967,0.6735963803165249,0.5829474841931749,0.4416400673653995,0.49209326581354434,0.507660907045166,0.5479003143392759,0.469093376326174,0.462261348253779,0.47860735336488347,0.5822988592003322,0.5941619013551491,0.5018999082259871,0.4342041872334489,0.46587687789765786,0.5819973642346786,0.625622134444136,0.5235865065749571
16,0.4437712470759027,0.5197910783462648,0.48061738612271965,0.6038378851019317,0.44208758903642537,0.44882364420576965,0.4138690420302892,0.5404823408808268,0.6344854031180694,0.4023054260618118,0.5041541840563895,0.5076518062243711,0.44787451931438704,0.368908799292784,0.4936250078320822,0.5946243671615314,0.5141878042628495,0.6151515145933001
17,0.39871688796655763,0.43485819963855515,0.4735485158689389,0.3480653924523157,0.45191662104880204,0.28952504942809854,0.7178562173991662,0.49649035332154057,0.4267073961891465,0.3299372750348622,0.39263071538025357,0.4825556065714718,0.5618407215744134,0.32579460582281694,0.592308729245013,0.43119178734196817,0.3851159880384136,0.38575181018815774
18,0.5314247332595274,0.4516114165945678,0.2996137635593247,0.2167844401889431,0.5696167997159289,0.704217791053473,0.5194333463338233,0.4146067091539944,0.4259767747451292,0.42652567865272906,0.5458317939125442,0.4252570746750795,0.4272546075276882,0.6075103453808939,0.5450770417186266,0.48013978446465155,0.41810475550262793,0.5488520138474009
19,0.4091975924478789,0.46796526918056797,0.5635418030209226,0.45488411415910013,0.4482307427130785,0.5155324999199401,0.4852659773378494,0.629046074137635,0.712099356584511,0.4805508515135224,0.42851927410085294,0.36680868896089136,0.5638184040728212,0.4658695485339941,0.45836847426559724,0.4010084686976451,0.5703493522711172,0.5172158669606441
20,0.3587696298664709,0.5424165946401917,0.37607416051465276,0.555174079991092,0.4911908755970927,0.5398147265122537,0.5963925423055572,0.505519924253009,0.5977847564654332,0.566587782370639,0.6794524848392212,0.6307964192549343,0.5212726121191785,0.47462902649336014,0.4866684193481894,0.4789511969462967,0.599441028121763,0.5153763829544706
21,0.6465648768921555,0.55228354880355,0.5059932630266328,0.6200261749738829,0.7169936588080543,0.49420922501230913,0.5249450945930072,0.704870825769885,0.26148863013069634,0.518863108156798,0.6544841462418258,0.5554638708131807,0.44036753109080795,0.48407982884133605,0.46809370802153,0.5684104990934741,0.5017855301482175,0.5871844569874091
22,0.47742236995134646,0.4426299996061421,0.5277376937958191,0.4536838637914601,0.3576317363116077,0.4264883199275412,0.5399228192939327,0.3374507729800167,0.44347412607895964,0.6608067247172729,0.5604097426355568,0.33760821574300326,0.5528634815334559,0.6012942884669781,0.408534626467427,0.5134583284812246,0.7475313800936102,0.5049297425217159
23,0.5067528204687923,0.4975645407739017,0.6360658595838651,0.4588573392883998,0.3148157268425341,0.4814075519051229,0.7492183998600687,0.44432212271566335,0.31880106624379456,0.39643959439546056,0.6361006704769774,0.5763142300709657,0.5546589725688639,0.48204701660240795,0.4112037063398378,0.6311480818960296,0.5824152363455639,0.5480229261905702
24,0.3575251813786543,0.7142270358611864,0.3691179600880888,0.6153900734255747,0.5783589664798607,0.34006052378056884,0.4724878571744953,0.5032638836690871,0.40493093065847446,0.5881058892057434,0.5064791350123381,0.5922481170233109,0.6157519605809958,0.7344053778832627,0.602788389143341,0.38585842077727805,0.47565189303670996,0.5715864629571147
25,0.44556172754748175,0.6727543170100712,0.19804878441791746,0.3130258300304579,0.4321356938705897,0.7277086498053305,0.4682239105982604,0.6137381097628914,0.18614853337659598,0.5047298743128728,0.5765437494375016,0.512437612230093,0.5966147012409296,0.5133760574054229,0.317183507207286,0.550023835069824,0.41842939519006556,0.44956347996193935
26,0.5110922589709866,0.5436323669674032,0.5183849544753695,0.46114792248169906,0.468176247225738,0.3765488001577604,0.5116578512012464,0.5399469372602185,0.4863010422306058,0.5694669124118584,0.6477720295302075,0.6598110895751759,0.5491274020726283,0.6061784766958321,0.6617358697445055,0.3751697198130682,0.40251156953609585,0.5299183460813799
27,0.3849006422577697,0.50380034781682,0.6800511181510853,0.5190423889925058,0.4218843621868886,0.39680337161528206,0.6071515935581039,0.5310472754180752,0.3858058180838688,0.45634851367344564,0.5245498681794313,0.5216719642122883,0.38724090487912366,0.5805239857904407,0.4657005774397768,0.5094176469173642,0.5335421320480369,0.4749212392789368
28,0.5375698018345672,0.5120031326718262,0.6238946352939437,0.5449218721285034,0.47401998592324873,0.45597407956135994,0.34934659698096004,0.38727362074458527,0.5059905256796439,0.607168037389059,0.4744812828485716,0.35831764720508097,0.7448586988174057,0.4963552679741962,0.42274913936078395,0.5740333422556478,0.45112229550865934,0.48673182202801046
29,0.4399361310081195,0.5613517972730416,0.5209659415274626,0.4490193306809117,0.6598538112096342,0.6288075724852378,0.30344441085234947,0.3843058602770529,0.3374878741117475,0.5295224758345243,0.3295378041822884,0.5365169001048321,0.35963837889281897,0.4413029013979537,0.5739759290697269,0.47854974331757805,0.6673743753983425,0.4677938603521668
30,0.4708306250206723,0.39772074348015946,0.4508363814367953,0.5034441011705841,0.5802128458618119,0.5014508999262655,0.44128847293798523,0.5322504660289905,0.508291185317204,0.432055501508225,0.4916866474278506,0.524489730171273,0.5949263174282309,0.5331963928566553,0.6485216584147118,0.5551126604086956,0.6466311802917859,0.5471080404096886
31,0.4398293387770603,0.4742623462576655,0.5807122596637311,0.25116726465870104,0.5862223511886977,0.37638642039695375,0.33660770409407126,0.36358940061816414,0.45850837218796725,0.4987975971086812,0.5823423184562311,0.4396703151221845,0.5431283816886299,0.5510098731207274,0.6117632441603957,0.4040267665167066,0.5633066547497227,0.5081644709018254
32,0.6852278184508938,0.3331415926122411,0.40264538002955313,0.43417515876661517,0.3583772944207354,0.625433836075734,0.4575168652474362,0.44681222497106715,0.6501952965188595,0.47604441410629006,0.5945633427567629,0.5573558836877425,0.38258576275188855,0.4427413951873473,0.5501852049359891,0.3336310021803617,0.38210038270431046,0.5394544034316674
33,0.4986502775262066,0.5399223122605279,0.5476357769356219,0.5453508712554468,0.3848846263447131,0.5731000626785482,0.550249969612929,0.5500917329085857,0.6411356861745625,0.5489178350637793,0.550436506571841,0.3332334733809138,0.48756990611215006,0.5166338865950656,0.6086863489721837,0.5557029622487804,0.4327781127447595,0.49824826371042513
34,0.39422890710440994,0.564719593970274,0.5505470159166627,0.40177059657453207,0.21609213405145727,0.5538434957216453,0.41092511364477363,0.4017675727723224,0.5785345603010283,0.38202232506254913,0.445870090503776,0.5990566827442789,0.49212471137553593,0.6236204978259596,0.3283502422856134,0.6744010234075732,0.6255677525741101,0.33958789875296747
35,0.5822544912103189,0.4516813537700626,0.606020990749888,0.5058984221589597,0.4190619178917246,0.571573424117084,0.35731734232186574,0.6605355962361806,0.46733862193387876,0.49706482978843053,0.3023178431052409,0.4121878296394547,0.6305582715810524,0.7069947739069679,0.44781694585118514,0.40039550598301077,0.4436933800204898,0.5031368416099709
36,0.37791563500289777,0.6573986763290033,0.7759660038911078,0.5446872500802697,0.5956703186385659,0.7394361900582451,0.5069337161715348,0.622393634423789,0.6985380395260293,0.5395307252649331,0.45047849019952646,0.4015053874882968,0.4286689099719788,0.5854369320349422,0.40888299399751554,0.6222194180106795,0.6122141733919524,0.5063537955156817
37,0.5208863595004756,0.3774234336997659,0.5392415967178767,0.4657450799142235,0.5516946515748371,0.7185094895036113,0.586254348461517,0.34285800016616996,0.34469647221601796,0.5033023307193033,0.46956551289460485,0.4886175227692523,0.4738054993575646,0.6862759686380282,0.6224638731215175,0.5043423408816411,0.5474603923034761,0.524259593715346
38,0.30403298761202247,0.353562511979018,0.44910363742925014,0.5170463770996571,0.4778486737047876,0.4313284656996705,0.33050265614833874,0.40676287568180125,0.35964413704363374,0.6346941244388996,0.46870710328099857,0.5432972928043636,0.2663930394978737,0.4370625788793544,0.4616521981076113,0.36643084783069235,0.5051717884813187,0.4406270806314258
39,0.3671813951101569,0.5224451818559972,0.49744256878080056,0.40372674347153875,0.4977699716281947,0.6623884992811152,0.5820232398305984,0.271422275550505,0.4916216900110935,0.5774022774071053,0.5618556356977924,0.5163924063593429,0.6734762793123578,0.5701882252059294,0.5845406556782056,0.38684946986478375,0.4297167187064559,0.3804530283334488
40,0.5196861235869124,0.6047098302612155,0.3230924095110882,0.4793388720303953,0.4311114457424594,0.53831681897589,0.5817306203738326,0.42174086374518666,0.7254038108921119,0.49925192032592536,0.698567641101484,0.4257340834227622,0.3929531756979929,0.6338519508581273,0.5535856942488638,0.501578477336065,0.49057561564752483,0.5624606644894278
41,0.573846657999541,0.6683927691457869,0.4305286868910942,0.5610216169589223,0.5204758882401784,0.5499095816137749,0.5954085102156628,0.5766388476572399,0.47976610931299124,0.5216689097497673,0.5123529201841093,0.44939107088081115,0.5326910864239175,0.4103666667028004,0.4137693063836319,0.4595537712075896,0.5189647954874897,0.4726393443465831
42,0.5171368281189971,0.454111573713106,0.4590717561886896,0.5156972960968434,0.5765878279480615,0.3307729168356671,0.6218480214871687,0.4586105057725143,0.4816754756790718,0.5295665551482,0.4783268210843538,0.3866957652622538,0.4898592170278136,0.4514409887954991,0.44130417900237157,0.3687087023241761,0.6032538898301122,0.5171244047684995
43,0.48843517176117596,0.6078680833431296,0.4475911602065408,0.4413468730436064,0.3384113212589527,0.48296142346118043,0.7202013924659616,0.5460797243615968,0.35580896438881904,0.5403299604166825,0.47407781869959076,0.477532009837013,0.490199903321666,0.6737904761835251,0.6293817690814726,0.3305960718774595,0.41142643993662453,0.47185399201117045
44,0.4698896304410711,0.4961491530499293,0.5152354872033722,0.5224216404290793,0.5299647687837348,0.4187176409663435,0.4643907951380945,0.3477665681718256,0.5945929585270379,0.3174342004335392,0.5124384766907715,0.607502121451091,0.5809861984870875,0.402490114421306,0.42245173513155865,0.4153280672073494,0.4737183157473885,0.4993938174226405
45,0.35214780096325726,0.48273727000591804,0.41775800676177993,0.5714609790636618,0.5932434870954667,0.5828058814893309,0.5109571580077858,0.5797975254581905,0.5953176254329354,0.4698473704230653,0.4171706239651601,0.49957370623561237,0.6671262460303635,0.3658869967344289,0.5124867610195479,0.5193809008331118,0.5044823131932284,0.45507146520641917
46,0.4280155791605291,0.5883659937486673,0.6121030667324472,0.29500587214225216,0.458489971103663,0.6071080500402806,0.45835615667519747,0.444489077207165,0.578907520139991,0.3515560931806574,0.5120198558746055,0.5859414254759453,0.5251493669941991,0.6527981573639512,0.4217458713673555,0.4993599247396862,0.5662678357686165,0.4031916410846172
47,0.45393612290402124,0.5652322878413419,0.5000207064918197,0.6159074064955898,0.5700700612120584,0.29255136489836886,0.5001976844755811,0.5012169682282905,0.43707793271526374,0.6278280947459487,0.54508123363318,0.6455401337726192,0.5655078017630526,0.6196763224980438,0.46860478130841393,0.4498762042499922,0.4091535662477223,0.5473731660768657
48,0.6057122226218916,0.342360784301575,0.49906996788613855,0.4663745261318928,0.7814654444472553,0.49779651359957294,0.6532873355636312,0.49071254986069474,0.42932932316269945,0.4939150479997072,0.5209686063574488,0.4411981480963033,0.5328891536727041,0.5432120243983769,0.4953838056030028,0.5201887194291482,0.36834302071127845,0.439687991177388
49,0.5343618289568461,0.6476540349725896,0.46721052834870824,0.5425489933240231,0.4895657207013108,0.6121861504794253,0.3654985516069331,0.3728451479107716,0.37068777495950295,0.4806659050320377,0.5457541934004781,0.4813426746944635,0.6017531423930627,0.49542892453541726,0.42171334897025087,0.6040026719862688,0.567396515171005,0.5163951480894811
50,0.3236959844637266,0.6380091354147451,0.5155190683858979,0.6197246923645228,0.5393307050005324,0.4813321037686555,0.4138950327834424,0.3846915668260218,0.5083872501760933,0.5896797332033236,0.5433747609348535,0.7171192861062495,0.4537083620513673,0.4561475494395018,0.40395530460161183,0.5394126510434147,0.34820508850532966,0.5410460221902078
51,0.5324083969394795,0.43744372984904706,0.5825098264667634,0.3628326302769534,0.42619429163386086,0.5729063645002365,0.6377180936504562,0.5967794469003426,0.39195926707214984,0.5422324797449875,0.3228103317753556,0.6444343411979945,0.6075390554416414,0.5281948873809051,0.5286273336777443,0.48786913286104194,0.6284979714762169,0.44131872843969183
52,0.4614917719583683,0.5395803533437409,0.41328697842890993,0.42905589975724534,0.5181251162602051,0.5351165467627084,0.602003650690209,0.5398992157501695,0.38225834947507115,0.3871365485620793,0.5636870158395403,0.33275954741876473,0.6110499865647384,0.657980695740155,0.41552625912088237,0.5928072006660688,0.4844073902517092,0.3796114365627015
53,0.4323077999694041,0.5494030186282739,0.43418835109247433,0.4711451304124295,0.5460271624982304,0.5341660231952626,0.4636868353182922,0.6050049041553427,0.45763092830893237,0.49290946374726313,0.4328985154337546,0.5387148316060907,0.608253700868291,0.5238566126142076,0.4189342444301327,0.4040149697783705,0.34524689177255535,0.7426085613853053
54,0.5611676288840868,0.5260673765823907,0.46962739712233353,0.42162464788755716,0.5194842340270138,0.4728685021931702,0.585440200112072,0.5324658235502518,0.4510843824815784,0.4664833026773615,0.39041608369960423,0.5000559992339696,0.4339852132663524,0.7166959267246966,0.40609468562980294,0.47750804604446484,0.45195797805965054,0.44722281240545736
55,0.6030999522495951,0.444969484615458,0.36541290765267853,0.6734936575836808,0.39803046802911435,0.37834191958642904,0.5341215842492033,0.5142990634809217,0.4462021471178045,0.3255467111393946,0.38955481721450036,0.5826453110858762,0.48316623657628094,0.41020580143597696,0.49220919536686814,0.4798912064399632,0.5379123633069237,0.5623417158601158
56,0.5931280119116199,0.4328376632061948,0.4180742140278502,0.4143227906173207,0.5206361771325451,0.3878469852574973,0.6500274609000988,0.3273989381333233,0.5466444596840261,0.4309723766762795,0.543354161047253,0.42550212325149445,0.5239466988780435,0.49803192456717305,0.5943701634399842,0.37630467415571545,0.44672989124450224,0.6939463549570124
57,0.41607824767773616,0.49744459290085546,0.45237791264553406,0.4444453220513133,0.6462195938717636,0.5709352514455317,0.5074509593826773,0.47296333032388305,0.5079047802150279,0.48164596779835345,0.4777425072775147,0.4160391627959328,0.3629157955170994,0.4626941332336084,0.6506528636312267,0.45801258377156423,0.5020029748824347,0.5789907746853893
58,0.46907876241487856,0.6172729019259364,0.5874389180712728,0.5204389031602977,0.5448635764514528,0.5019458255518883,0.6025632113872582,0.4972615679596256,0.47118439694888825,0.4885049068508157,0.3318031216014589,0.43239292847063904,0.6594920208086015,0.3914858456837667,0.42740819140062214,0.2925040319104697,0.5740078365705287,0.4699557191172449
59,0.5331263431403563,0.5543600154594432,0.5262561329001925,0.3797850473923911,0.5961987189071841,0.48614877553927754,0.7642011910492621,0.6953107198272575,0.5183012928311482,0.3517768576322691,0.5478037815192284,0.4428071453801567,0.4987723466497824,0.48469162669903443,0.7150310793331212,0.6912178047662954,0.479780966461238,0.4932883612464889
60,0.5975545127122359,0.4629385667913894,0.5193589911367544,0.4604319288243736,0.4762988029987372,0.45761099576776476,0.5598099155047467,0.5686956632098678,0.40084729588953677,0.6151665583047475,0.35603918692011727,0.5815324166809014,0.5283927887604721,0.541732930166044,0.3995295139293204,0.4062586211563687,0.40629423235338663,0.41673927802611516
61,0.452082576215471,0.5771698710648345,0.5850897962167972,0.5317453261250176,0.5749900239423711,0.46948111545192484,0.5049328165794844,0.6536061181709528,0.5105278623909678,0.4897896941108561,0.5139821358518211,0.38187988268511197,0.4422995560272797,0.552423017995203,0.608354852332787,0.6586114131421312,0.4701016002628159,0.5881696426957742
62,0.4814341023336183,0.21514573793699243,0.4862628211600603,0.4667139595617489,0.5279267838216526,0.6046911794488139,0.5722446985220979,0.5597537705894728,0.5150602492844634,0.5037553076660563,0.5238498925673054,0.4377386100040681,0.3673122440632977,0.7170452178944556,0.42783035459845575,0.5038084505719492,0.641484013645926,0.5566270708058688
63,0.3893665025993972,0.6148765700372103,0.539046484992889,0.4906613141100052,0.4049089270312768,0.4664755918131973,0.46347191417961153,0.42886967730505204,0.3496953140642519,0.5400641638339837,0.5885577081695045,0.3210987609498559,0.4395970114525229,0.546446746972356,0.41290767301299897,0.5564864132155959,0.6685064345333184,0.44855741817382566
64,0.38037933759193293,0.32602862212219,0.48967782470675036,0.4470667887551629,0.5318521004798874,0.36589352866984315,0.7387967705524732,0.5117124216149851,0.5995693754370361,0.4211923746096329,0.6781684786466852,0.6007117823412373,0.5219204187633588,0.6150136803679616,0.42552438432156114,0.4511200201649068,0.2980073826057725,0.39578251929015557
65,0.5812525822394198,0.4637559058596868,0.5265362349399628,0.3485529690819233,0.40083033365596893,0.5743651775540173,0.5180071037695981,0.5236223646264233,0.41185662947730045,0.5456355973132696,0.3635323674099458,0.6271030099431141,0.5673428812753694,0.5066094246298976,0.4947552300350881,0.5207929691961675,0.6091027909191478,0.3678766262336308
66,0.6356240028570823,0.3880330105373856,0.44172413423884177,0.5321593211339238,0.43671197251152083,0.4795123336135283,0.4727066679774487,0.40608444302293184,0.5090309799206435,0.4632925353981817,0.49475261439369506,0.4672926569136214,0.516179154060272,0.6678055600452595,0.557997217103361,0.5650489639988436,0.5250147716035356,0.5986514003804201
67,0.49279898784196663,0.3705318524279094,0.25611828417235705,0.6754933071647242,0.5189328307292375,0.5031395865532776,0.4164310994979964,0.4615612623407079,0.616441174053527,0.4103414459352808,0.4723664704955783,0.4702050635186777,0.534672401624195,0.7398449285588069,0.5669868037904822,0.5664552414394182,0.592398267912015,0.5120373128955561
68,0.6003532897892024,0.6160826787378519,0.48657208378136957,0.5018401630783438,0.5297244273380124,0.6607578306399511,0.6097220191606438,0.4794233006322828,0.5925676757713869,0.5573447493355399,0.5433749685960962,0.5453221902282898,0.4662973625318623,0.553108513097595,0.40560149846521115,0.5774773390074357,0.444951173973237,0.5214984536332752
69,0.5361636025047634,0.45322987986881086,0.642274813609994,0.522526411724755,0.3810767534922871,0.49794394426494926,0.5867187412827739,0.6605619832565118,0.5034333388568836,0.6491673858801807,0.5215668770933619,0.6474482007378256,0.5496248566245429,0.40073409845484187,0.40103407124887314,0.46316672899608236,0.32317364904985135,0.41770513741376425
70,0.43548802453948754,0.5346503881730715,0.5926215402241592,0.5692722755116859,0.6053985771182876,0.5289183673118726,0.4502645628585907,0.29192594746090217,0.46375009971179315,0.5724829373485831,0.464745375726338,0.5408610747563918,0.6482832866385907,0.44511949772228315,0.40833613066364527,0.4519640327508645,0.5584488788647461,0.35364968966955934
71,0.5361395605508414,0.49530794211208157,0.5965397484591171,0.3730669503453301,0.5572006278300473,0.38210765087016746,0.5576451345122423,0.6205818420716043,0.5947511908575567,0.592297756514043,0.45590978113891445,0.43024580575248855,0.5704789442438987,0.5281934303205162,0.4888645597614489,0.34058236747323967,0.4059022738717283,0.5962613574711633
72,0.6538036566465969,0.5477040827223122,0.6236130721806218,0.6702514658129606,0.4295271564389116,0.478033054764904,0.3491444031787143,0.4063204765040617,0.567469497780862,0.4479369393437701,0.38835491448159526,0.338117742801356,0.580954188825294,0.5456498035250645,0.4789844395809125,0.5523219011176936,0.3611707568515148,0.5042039036997231
73,0.49641739608900487,0.5076821891060256,0.5088657590961437,0.5202328796422802,0.3462415203550825,0.5609526045208602,0.5184970575073157,0.3627920812730386,0.438163497995587,0.3402380270831543,0.598786158240651,0.3884873737336512,0.5294016399306631,0.5698425134384372,0.4049824537930205,0.6082378711323443,0.36815986175265336,0.5907234660057621
74,0.6564643655814006,0.37170077758114306,0.5197315707405595,0.6631856899089109,0.48550954209185687,0.3444626266158758,0.5452756352076694,0.6179942130038464,0.42051063529983096,0.6490137522099841,0.545920418159953,0.5073219450312465,0.3496844930400398,0.5460197681230041,0.5269603694063244,0.6615981679917929,0.5600913782415334,0.4614066873484436
75,0.23802548959102554,0.599626681944714,0.438234810456565,0.42669670044760105,0.455405628613884,0.5200845093115709,0.6707329809559223,0.5731898069234381,0.29276448183040016,0.7054514889404759,0.5917768197795137,0.43446724767992057,0.3955333469368757,0.5006984916255939,0.7262568808335318,0.5305172634580507,0.5139452466029197,0.47631821569631416
76,0.5821902504375224,0.4506243416838688,0.468392714397295,0.6818061922557825,0.5113140457053023,0.5100791072644806,0.42291811972713106,0.625451870238119,0.5154031841683587,0.6542806773769683,0.46896038635244863,0.5194967705990758,0.5454875800663843,0.4363801558797871,0.4495284538164849,0.42335202270914307,0.5782466021874674,0.5713298176620633
77,0.5087047068238171,0.3443418101340249,0.5615771149771142,0.5775155494034783,0.46368833388444336,0.504128745558744,0.37216473711976755,0.5800701947545577,0.49173022549816015,0.46642140610202504,0.43431645313055695,0.4447075983763766,0.4989060948039914,0.5401138261264229,0.4566488178796467,0.33029038567105445,0.5669075254496365,0.5732348079650524
78,0.47009926495341325,0.4571884839034087,0.6203884437168816,0.5553040085852359,0.299254313925499,0.6037158898658244,0.41045720390749585,0.7059845001737401,0.6136191374642542,0.38453656612711556,0.3921684933370772,0.39418535687055883,0.5439842886472828,0.6854987357480656,0.5559661570324369,0.6041666733083351,0.4579066435416234,0.5797565622685954
79,0.5091760776535502,0.6500759790634311,0.48605537243190006,0.5234024454353148,0.46116530616988416,0.5334438514848522,0.36634314996850803,0.5558723836944486,0.5359055093480367,0.39343173021804334,0.535891758374066,0.3822968368546929,0.6676423417844074,0.6019928605427755,0.4441183708263205,0.3203723433222464,0.4929526426122544,0.4704798746897304
80,0.3012431085399107,0.5850221742113493,0.45498107351485884,0.47514713819255505,0.4694380888931687,0.6478071898356444,0.6336657357758984,0.48435226238768414,0.633422919417269,0.3316267432385951,0.3960206775471765,0.6562354509373229,0.5726035999229334,0.5534703949636198,0.5668964481718183,0.4659395922256233,0.44885624712174604,0.5614547237650868
81,0.4780328112162488,0.4651347865592141,0.5000527958856598,0.6200531658473872,0.5633661024774059,0.4006410484405964,0.6548639295024037,0.5342926377321342,0.43026357720838293,0.48926213815899544,0.6848663068966551,0.5888987749183643,0.6258886205742822,0.6029566923822751,0.42814572932209594,0.4775693172056354,0.47896722271345094,0.610909946547672
82,0.5357112571511746,0.46507422956815714,0.5601206748929115,0.5140359869848047,0.43018003253889503,0.5135924567218348,0.5320216577948829,0.6243469128345964,0.6138150330967619,0.6605677958082454,0.36923574189065594,0.6730517951827959,0.509468138947073,0.46289359710991473,0.6832119607577302,0.49305448621489806,0.4032745262018934,0.4895227988318466
83,0.6477894044741517,0.46783649487826173,0.3556145183866458,0.3032930296412848,0.6678674673372567,0.5084466786389947,0.6221294945685149,0.4220624674739883,0.4471083620895345,0.4858337368127757,0.5273660119212502,0.5539950900755103,0.41927843225155603,0.44917348539166796,0.5344774972592294,0.503580260003584,0.5390484293874335,0.4486511636225946
84,0.44817297817263524,0.707674798356084,0.2703819046862762,0.38828135382929974,0.30883594493482425,0.393074550624492,0.5133958380580236,0.4348111417468619,0.5777596061792272,0.5302322900348275,0.6566854707213786,0.45700085913851607,0.4942133840785659,0.4252214895634018,0.4379977050923288,0.5138147556367575,0.6075120748981757,0.6342747603316766
85,0.4191506397106812,0.5381935452231553,0.44494631505084165,0.4814154247807253,0.6311167497802624,0.5956295002091346,0.49048883522992337,0.46910399854020923,0.35412416074693065,0.6375596964304209,0.5599089759263809,0.6323340922489938,0.4195248186280862,0.48747133772305623,0.4411308300530726,0.258463673792147,0.41833869701790133,0.4345554266448693
